Publication Date,Fiscal Year,Agency Number,Agency Name,Unit Appropriation Number,Unit Appropriation Name,Personal Service/Other Than Personal Service Indicator,Total Financial Plan Amount,Total Adopted Budget Amount,Total Current Budget Amount,Federal Funds Financial Plan Amount,Federal Funds Adopted Budget Amount,Federal Funds Current Budget Amount,State  Funds Financial Plan Amount,State Funds Adopted Budget Amount,State Funds Current Budget Amount ,Inter-Fund Agreement Funds Financial Plan Amount,Inter-Fund Agreement Funds Adopted Budget Amount,Inter-Fund Agreement Funds Current Budget Amount ,Intra-City Sales Funds Financial Plan Amount,Intra-City Sales Funds Adopted Budget Amount,Intra-City Sales Funds Current Budget Amount ,Other Categorical Funds Financial Plan Amount,Other Categorical Funds Adopted Budget Amount,Other Categorical Funds Current Budget Amount ,Community Development Funds Financial Plan Amount ,Community Development Funds Adopted Budget Amount ,Community Development Funds Current Budget Amount ,City Funds Financial Plan Amount,City Funds Adopted Budget Amount,City Funds Current Budget Amount
20210114,2022,351,MANHATTAN COMMUNITY BOARD #11,002,OTHER THAN PERSONAL SERVICES,O,17453,49500,49500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17453,49500,49500
20210114,2022,351,MANHATTAN COMMUNITY BOARD #11,003,RENT AND ENERGY,O,76138,76138,76138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76138,76138,76138
20210114,2022,352,MANHATTAN COMMUNITY BOARD #12,001,PERSONAL SERVICES,P,234170,225458,225458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234170,225458,225458
20210114,2022,352,MANHATTAN COMMUNITY BOARD #12,002,OTHER THAN PERSONAL SERVICES,O,15184,24337,34337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15184,24337,34337
20210114,2022,352,MANHATTAN COMMUNITY BOARD #12,003,RENT,O,162491,162491,162491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162491,162491,162491
20210114,2022,381,BRONX COMMUNITY BOARD #1,001,PERSONAL SERVICES,P,232476,230580,230680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232476,230580,230680
20210114,2022,381,BRONX COMMUNITY BOARD #1,002,OTHER THAN PERSONAL SERVICES,O,16878,18215,18115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16878,18215,18115
20210114,2022,381,BRONX COMMUNITY BOARD #1,003,RENT,O,65725,65725,65725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65725,65725,65725
20210114,2022,382,BRONX COMMUNITY BOARD #2,001,PERSONAL SERVICES,P,208674,214476,214476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208674,214476,214476
20210114,2022,382,BRONX COMMUNITY BOARD #2,002,OTHER THAN PERSONAL SERVICES,O,40680,34319,54319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40680,34319,54319
20210114,2022,382,BRONX COMMUNITY BOARD #2,003,RENT AND ENERGY,O,63316,63316,63316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63316,63316,63316
20210114,2022,383,BRONX COMMUNITY BOARD #3,001,PERSONAL SERVICES,P,232900,234169,234169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232900,234169,234169
20210114,2022,383,BRONX COMMUNITY BOARD #3,002,OTHER THAN PERSONAL SERVICES,O,14626,14626,14626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14626,14626,14626
20210114,2022,383,BRONX COMMUNITY BOARD #3,003,RENT,O,64862,64862,64862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64862,64862,64862
20210114,2022,384,BRONX COMMUNITY BOARD #4,001,PERSONAL SERVICES,P,239097,234001,234001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239097,234001,234001
20210114,2022,384,BRONX COMMUNITY BOARD #4,002,OTHER THAN PERSONAL SERVICES,O,14794,14794,14794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14794,14794,14794
20210114,2022,384,BRONX COMMUNITY BOARD #4,003,RENT,O,7502,7502,7502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7502,7502,7502
20210114,2022,385,BRONX COMMUNITY BOARD #5,002,OTHER THAN PERSONAL SERVICES,O,2833,2833,21316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683,0,0,0,2833,2833,20633
20210114,2022,386,BRONX COMMUNITY BOARD #6,001,PERSONAL SERVICES,P,236727,236168,209684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236727,236168,209684
20210114,2022,386,BRONX COMMUNITY BOARD #6,002,OTHER THAN PERSONAL SERVICES,O,12627,12627,39111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12627,12627,39111
20210114,2022,387,BRONX COMMUNITY BOARD #7,001,PERSONAL SERVICES,P,220091,219532,210432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220091,219532,210432
20210114,2022,387,BRONX COMMUNITY BOARD #7,002,OTHER THAN PERSONAL SERVICES,O,29263,29263,38363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29263,29263,38363
20210114,2022,387,BRONX COMMUNITY BOARD #7,003,RENT AND ENERGY,O,62325,62325,62325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62325,62325,62325
20210114,2022,388,BRONX COMMUNITY BOARD #8,001,PERSONAL SERVICES,P,246784,246225,222525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246784,246225,222525
20210114,2022,388,BRONX COMMUNITY BOARD #8,002,OTHER THAN PERSONAL SERVICES,O,2571,6071,29771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2571,6071,29771
20210114,2022,388,BRONX COMMUNITY BOARD #8,003,RENT AND ENERGY,O,55794,55794,55794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55794,55794,55794
20210114,2022,389,BRONX COMMUNITY BOARD #9,001,PERSONAL SERVICES,P,213253,241242,239242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213253,241242,239242
20210114,2022,389,BRONX COMMUNITY BOARD #9,002,OTHER THAN PERSONAL SERVICES,O,36101,111853,54553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36101,111853,54553
20210114,2022,389,BRONX COMMUNITY BOARD #9,003,RENT,O,62099,62099,62099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62099,62099,62099
20210114,2022,390,BRONX COMMUNITY BOARD #10,001,PERSONAL SERVICES,P,240984,240425,223690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240984,240425,223690
20210114,2022,390,BRONX COMMUNITY BOARD #10,002,OTHER THAN PERSONAL SERVICES,O,8370,8370,25105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8370,8370,25105
20210114,2022,390,BRONX COMMUNITY BOARD #10,003,RENT AND ENERGY,O,72251,72251,72251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72251,72251,72251
20210114,2022,391,BRONX COMMUNITY BOARD #11,001,PERSONAL SERVICES,P,244872,239310,239310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244872,239310,239310
20210114,2022,391,BRONX COMMUNITY BOARD #11,002,OTHER THAN PERSONAL SERVICES,O,4482,9485,9485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4482,9485,9485
20210114,2022,391,BRONX COMMUNITY BOARD #11,003,RENT,O,59484,59484,59484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59484,59484,59484
20210114,2022,392,BRONX COMMUNITY BOARD #12,001,PERSONAL SERVICES,P,229347,228788,228788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229347,228788,228788
20210114,2022,392,BRONX COMMUNITY BOARD #12,002,OTHER THAN PERSONAL SERVICES,O,20007,20007,19862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20007,20007,19862
20210114,2022,392,BRONX COMMUNITY BOARD #12,003,RENT AND ENERGY,O,9873,9873,9873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9873,9873,9873
20210114,2022,431,QUEENS COMMUNITY BOARD #1,001,PERSONAL SERVICES,P,212237,203525,203525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212237,203525,203525
20210114,2022,443,QUEENS COMMUNITY BOARD #13,001,PERSONAL SERVICES,P,231098,223818,224238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231098,223818,224238
20210114,2022,431,QUEENS COMMUNITY BOARD #1,002,OTHER THAN PERSONAL SERVICES,O,37117,45270,95778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50508,0,0,0,37117,45270,45270
20210114,2022,431,QUEENS COMMUNITY BOARD #1,003,RENT,O,47458,47458,47458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47458,47458,47458
20210114,2022,432,QUEENS COMMUNITY BOARD #2,001,PERSONAL SERVICES,P,232097,230920,231060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232097,230920,231060
20210114,2022,432,QUEENS COMMUNITY BOARD #2,002,OTHER THAN PERSONAL SERVICES,O,17257,17875,17735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17257,17875,17735
20210114,2022,432,QUEENS COMMUNITY BOARD #2,003,RENT,O,88695,88695,88695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88695,88695,88695
20210114,2022,433,QUEENS COMMUNITY BOARD #3,001,PERSONAL SERVICES,P,235281,227286,227286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235281,227286,227286
20210114,2022,433,QUEENS COMMUNITY BOARD #3,002,OTHER THAN PERSONAL SERVICES,O,14073,49509,50738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1229,0,0,0,14073,49509,49509
20210114,2022,433,QUEENS COMMUNITY BOARD #3,003,RENT,O,92382,92382,92382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92382,92382,92382
20210114,2022,434,QUEENS COMMUNITY BOARD #4,001,PERSONAL SERVICES,P,222002,231301,231435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222002,231301,231435
20210114,2022,434,QUEENS COMMUNITY BOARD #4,002,OTHER THAN PERSONAL SERVICES,O,27352,42494,42360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27352,42494,42360
20210114,2022,434,QUEENS COMMUNITY BOARD #4,003,RENT AND ENERGY,O,46169,46169,46169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46169,46169,46169
20210114,2022,435,QUEENS COMMUNITY BOARD #5,001,PERSONAL SERVICES,P,235422,234987,234987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235422,234987,234987
20210114,2022,435,QUEENS COMMUNITY BOARD #5,002,OTHER THAN PERSONAL SERVICES,O,13932,13808,13808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13932,13808,13808
20210114,2022,435,QUEENS COMMUNITY BOARD #5,003,RENT AND ENERGY,O,44207,44207,44207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44207,44207,44207
20210114,2022,436,QUEENS COMMUNITY BOARD #6,001,PERSONAL SERVICES,P,239261,230549,230549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239261,230549,230549
20210114,2022,436,QUEENS COMMUNITY BOARD #6,002,OTHER THAN PERSONAL SERVICES,O,10093,18246,18246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10093,18246,18246
20210114,2022,436,QUEENS COMMUNITY BOARD #6,003,RENT AND ENERGY,O,57581,57581,57581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57581,57581,57581
20210114,2022,437,QUEENS COMMUNITY BOARD #7,001,PERSONAL SERVICES,P,233919,233360,229654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233919,233360,229654
20210114,2022,437,QUEENS COMMUNITY BOARD #7,002,OTHER THAN PERSONAL SERVICES,O,15435,15435,19141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15435,15435,19141
20210114,2022,437,QUEENS COMMUNITY BOARD #7,003,RENT,O,102343,102343,102343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102343,102343,102343
20210114,2022,438,QUEENS COMMUNITY BOARD #8,001,PERSONAL SERVICES,P,239326,238767,232837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239326,238767,232837
20210114,2022,438,QUEENS COMMUNITY BOARD #8,002,OTHER THAN PERSONAL SERVICES,O,10028,10028,15958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10028,10028,15958
20210114,2022,438,QUEENS COMMUNITY BOARD #8,003,RENT,O,84839,84839,84839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84839,84839,84839
20210114,2022,439,QUEENS COMMUNITY BOARD #9,001,PERSONAL SERVICES,P,233648,233089,233089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233648,233089,233089
20210114,2022,439,QUEENS COMMUNITY BOARD #9,002,OTHER THAN PERSONAL SERVICES,O,15706,15706,15590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15706,15706,15590
20210114,2022,439,QUEENS COMMUNITY BOARD #9,003,RENT AND ENERGY,O,3290,3290,3290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3290,3290,3290
20210114,2022,440,QUEENS COMMUNITY BOARD #10,001,PERSONAL SERVICES,P,232144,231585,227485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232144,231585,227485
20210114,2022,440,QUEENS COMMUNITY BOARD #10,002,OTHER THAN PERSONAL SERVICES,O,17210,17210,21310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17210,17210,21310
20210114,2022,440,QUEENS COMMUNITY BOARD #10,003,RENT,O,53915,53915,53915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53915,53915,53915
20210114,2022,441,QUEENS COMMUNITY BOARD #11,001,PERSONAL SERVICES,P,231502,230943,219943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231502,230943,219943
20210114,2022,441,QUEENS COMMUNITY BOARD #11,002,OTHER THAN PERSONAL SERVICES,O,17852,17852,28852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17852,17852,28852
20210114,2022,441,QUEENS COMMUNITY BOARD #11,003,RENT,O,80865,80865,80865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80865,80865,80865
20210114,2022,442,QUEENS COMMUNITY BOARD #12,001,PERSONAL SERVICES,P,231008,230449,230449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231008,230449,230449
20210114,2022,442,QUEENS COMMUNITY BOARD #12,002,OTHER THAN PERSONAL SERVICES,O,18346,18346,18346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18346,18346,18346
20210114,2022,442,QUEENS COMMUNITY BOARD #12,003,RENT AND ENERGY,O,63798,63798,63798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63798,63798,63798
20210114,2022,443,QUEENS COMMUNITY BOARD #13,002,OTHER THAN PERSONAL SERVICES,O,18256,24977,24557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18256,24977,24557
20210114,2022,443,QUEENS COMMUNITY BOARD #13,003,RENT,O,46496,46496,46496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46496,46496,46496
20210114,2022,444,QUEENS COMMUNITY BOARD #14,001,PERSONAL SERVICES,P,229136,239495,239495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229136,239495,239495
20210114,2022,444,QUEENS COMMUNITY BOARD #14,002,OTHER THAN PERSONAL SERVICES,O,16590,9300,9300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16590,9300,9300
20210114,2022,444,QUEENS COMMUNITY BOARD #14,003,RENT AND ENERGY,O,31797,31797,31797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31797,31797,31797
20210114,2022,471,BROOKLYN COMMUNITY BOARD #1,001,PERSONAL SERVICES,P,241031,240410,240690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241031,240410,240690
20210114,2022,471,BROOKLYN COMMUNITY BOARD #1,002,OTHER THAN PERSONAL SERVICES,O,8976,8385,8105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8976,8385,8105
20210114,2022,471,BROOKLYN COMMUNITY BOARD #1,003,RENT AND ENERGY,O,110842,110842,110842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110842,110842,110842
20210114,2022,472,BROOKLYN COMMUNITY BOARD #2,001,PERSONAL SERVICES,P,241498,240939,240939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241498,240939,240939
20210114,2022,472,BROOKLYN COMMUNITY BOARD #2,002,OTHER THAN PERSONAL SERVICES,O,7856,10356,10356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7856,10356,10356
20210114,2022,472,BROOKLYN COMMUNITY BOARD #2,003,RENT,O,71532,71532,71532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71532,71532,71532
20210114,2022,473,BROOKLYN COMMUNITY BOARD #3,001,PERSONAL SERVICES,P,208093,208411,208707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208093,208411,208707
20210114,2022,473,BROOKLYN COMMUNITY BOARD #3,002,OTHER THAN PERSONAL SERVICES,O,37737,41384,41588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37737,41384,41588
20210114,2022,473,BROOKLYN COMMUNITY BOARD #3,003,RENT AND ENERGY,O,50155,50155,50155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50155,50155,50155
20210114,2022,474,BROOKLYN COMMUNITY BOARD #4,001,PERSONAL SERVICES,P,222947,222388,216888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222947,222388,216888
20210114,2022,474,BROOKLYN COMMUNITY BOARD #4,002,OTHER THAN PERSONAL SERVICES,O,26407,26407,31907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26407,26407,31907
20210114,2022,474,BROOKLYN COMMUNITY BOARD #4,003,RENT,O,57573,57573,57573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57573,57573,57573
20210114,2022,475,BROOKLYN COMMUNITY BOARD #5,001,PERSONAL SERVICES,P,234681,235790,233290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234681,235790,233290
20210114,2022,475,BROOKLYN COMMUNITY BOARD #5,002,OTHER THAN PERSONAL SERVICES,O,13045,13005,15505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13045,13005,15505
20210114,2022,476,BROOKLYN COMMUNITY BOARD #6,001,PERSONAL SERVICES,P,237578,237019,237019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237578,237019,237019
20210114,2022,476,BROOKLYN COMMUNITY BOARD #6,002,OTHER THAN PERSONAL SERVICES,O,11776,15276,15276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11776,15276,15276
20210114,2022,476,BROOKLYN COMMUNITY BOARD #6,003,RENT,O,9467,9467,9467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9467,9467,9467
20210114,2022,477,BROOKLYN COMMUNITY BOARD #7,001,PERSONAL SERVICES,P,247155,246596,226596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247155,246596,226596
20210114,2022,477,BROOKLYN COMMUNITY BOARD #7,002,OTHER THAN PERSONAL SERVICES,O,2199,5699,25699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2199,5699,25699
20210114,2022,478,BROOKLYN COMMUNITY BOARD #8,001,PERSONAL SERVICES,P,226586,226027,210462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226586,226027,210462
20210114,2022,478,BROOKLYN COMMUNITY BOARD #8,002,OTHER THAN PERSONAL SERVICES,O,22768,26268,41833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22768,26268,41833
20210114,2022,478,BROOKLYN COMMUNITY BOARD #8,003,RENT AND ENERGY,O,73106,73106,73106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73106,73106,73106
20210114,2022,479,BROOKLYN COMMUNITY BOARD #9,001,PERSONAL SERVICES,P,215128,214569,214569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215128,214569,214569
20210114,2022,479,BROOKLYN COMMUNITY BOARD #9,002,OTHER THAN PERSONAL SERVICES,O,34226,35726,35226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34226,35726,35226
20210114,2022,479,BROOKLYN COMMUNITY BOARD #9,003,RENT AND ENERGY,O,111053,111053,111053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111053,111053,111053
20210114,2022,480,BROOKLYN COMMUNITY BOARD #10,001,PERSONAL SERVICES,P,236579,235141,235141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236579,235141,235141
20210114,2022,480,BROOKLYN COMMUNITY BOARD #10,002,OTHER THAN PERSONAL SERVICES,O,12775,18654,18654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12775,18654,18654
20210114,2022,480,BROOKLYN COMMUNITY BOARD #10,003,RENT AND ENERGY,O,91791,91791,91791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91791,91791,91791
20210114,2022,481,BROOKLYN COMMUNITY BOARD #11,001,PERSONAL SERVICES,P,217556,183239,183239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217556,183239,183239
20210114,2022,481,BROOKLYN COMMUNITY BOARD #11,002,OTHER THAN PERSONAL SERVICES,O,31798,65556,65556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31798,65556,65556
20210114,2022,481,BROOKLYN COMMUNITY BOARD #11,003,RENT AND ENERGY,O,73802,73802,73802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73802,73802,73802
20210114,2022,482,BROOKLYN COMMUNITY BOARD #12,001,PERSONAL SERVICES,P,207198,218639,218639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207198,218639,218639
20210114,2022,482,BROOKLYN COMMUNITY BOARD #12,002,OTHER THAN PERSONAL SERVICES,O,42156,39656,39656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42156,39656,39656
20210114,2022,482,BROOKLYN COMMUNITY BOARD #12,003,RENT AND ENERGY,O,84965,84965,84965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84965,84965,84965
20210114,2022,483,BROOKLYN COMMUNITY BOARD #13,001,PERSONAL SERVICES,P,228663,232720,231020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228663,232720,231020
20210114,2022,483,BROOKLYN COMMUNITY BOARD #13,002,OTHER THAN PERSONAL SERVICES,O,20691,16075,17775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20691,16075,17775
20210114,2022,483,BROOKLYN COMMUNITY BOARD #13,003,RENT,O,77215,77215,77215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77215,77215,77215
20210114,2022,484,BROOKLYN COMMUNITY BOARD #14,001,PERSONAL SERVICES,P,244732,234273,234273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244732,234273,234273
20210114,2022,484,BROOKLYN COMMUNITY BOARD #14,002,OTHER THAN PERSONAL SERVICES,O,4622,19522,19522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4622,19522,19522
20210114,2022,484,BROOKLYN COMMUNITY BOARD #14,003,RENT AND ENERGY,O,80217,80217,80217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80217,80217,80217
20210114,2022,485,BROOKLYN COMMUNITY BOARD #15,001,PERSONAL SERVICES,P,203168,202609,202609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203168,202609,202609
20210114,2022,485,BROOKLYN COMMUNITY BOARD #15,002,OTHER THAN PERSONAL SERVICES,O,46186,46186,46186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46186,46186,46186
20210114,2022,486,BROOKLYN COMMUNITY BOARD #16,001,PERSONAL SERVICES,P,231485,222773,222773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231485,222773,222773
20210114,2022,486,BROOKLYN COMMUNITY BOARD #16,002,OTHER THAN PERSONAL SERVICES,O,26022,28022,28022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26022,28022,28022
20210114,2022,486,BROOKLYN COMMUNITY BOARD #16,003,RENT,O,41003,41003,41003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41003,41003,41003
20210114,2022,487,BROOKLYN COMMUNITY BOARD #17,001,PERSONAL SERVICES,P,235567,235008,210008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235567,235008,210008
20210114,2022,487,BROOKLYN COMMUNITY BOARD #17,002,OTHER THAN PERSONAL SERVICES,O,13787,20287,45287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13787,20287,45287
20210114,2022,487,BROOKLYN COMMUNITY BOARD #17,003,RENT AND ENERGY,O,88029,88029,88029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88029,88029,88029
20210114,2022,488,BROOKLYN COMMUNITY BOARD #18,001,PERSONAL SERVICES,P,208964,234815,234836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208964,234815,234836
20210114,2022,488,BROOKLYN COMMUNITY BOARD #18,002,OTHER THAN PERSONAL SERVICES,O,40390,13980,13959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40390,13980,13959
20210114,2022,488,BROOKLYN COMMUNITY BOARD #18,003,RENT,O,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
20210114,2022,491,STATEN ISLAND COMMUNITY BOARD #1,001,PERSONAL SERVICES,P,236142,235583,235583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236142,235583,235583
20210114,2022,491,STATEN ISLAND COMMUNITY BOARD #1,003,RENT,O,64570,64570,64570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64570,64570,64570
20210114,2022,492,STATEN ISLAND COMMUNITY BOARD #2,001,PERSONAL SERVICES,P,202299,201740,201740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202299,201740,201740
20210114,2022,492,STATEN ISLAND COMMUNITY BOARD #2,002,OTHER THAN PERSONAL SERVICES,O,47055,47055,47055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47055,47055,47055
